event_type,current_char,timestamp,current_word,current_word_time,current_sentence,current_sentence_time,complete_text,current_complete_time,sentence_num,technique_used,autocompletion,participant_id
key pressed,S,1559750573.6685839,S,0.0,S,0.0,S,0.0,1,none,False,4
key pressed,y,1559750574.036727,Sy,0.36814308166503906,Sy,0.36814308166503906,Sy,0.36814308166503906,1,none,False,4
key pressed,l,1559750574.300446,Syl,0.6318621635437012,Syl,0.6318621635437012,Syl,0.6318621635437012,1,none,False,4
key pressed,v,1559750574.5655391,Sylv,0.8969552516937256,Sylv,0.8969552516937256,Sylv,0.8969552516937256,1,none,False,4
key pressed,i,1559750574.773299,Sylvi,1.10471510887146,Sylvi,1.10471510887146,Sylvi,1.10471510887146,1,none,False,4
key pressed,a,1559750574.957449,Sylvia,1.288865089416504,Sylvia,1.288865089416504,Sylvia,1.288865089416504,1,none,False,4
key pressed,SPACE,1559750575.237495,Sylvia,1.568911075592041,Sylvia ,1.568911075592041,Sylvia ,1.568911075592041,1,none,False,4
word typed,SPACE,1559750575.237495,Sylvia,1.568911075592041,Sylvia ,1.568911075592041,Sylvia ,1.568911075592041,1,False,False,4
key pressed,w,1559750575.589548,w,0.0,Sylvia w,1.920964241027832,Sylvia w,1.920964241027832,1,none,False,4
key pressed,a,1559750575.741442,wa,0.15189385414123535,Sylvia wa,2.0728580951690674,Sylvia wa,2.0728580951690674,1,none,False,4
key pressed,g,1559750576.021666,wag,0.43211793899536133,Sylvia wag,2.3530821800231934,Sylvia wag,2.3530821800231934,1,none,False,4
key pressed,t,1559750576.349662,wagt,0.7601139545440674,Sylvia wagt,2.6810781955718994,Sylvia wagt,2.6810781955718994,1,none,False,4
key pressed,SPACE,1559750576.6294038,wagt,1.039855718612671,Sylvia wagt ,2.960819959640503,Sylvia wagt ,2.960819959640503,1,none,False,4
word typed,SPACE,1559750576.6294038,wagt,1.039855718612671,Sylvia wagt ,2.960819959640503,Sylvia wagt ,2.960819959640503,1,False,False,4
key pressed,q,1559750577.0456052,q,0.0,Sylvia wagt q,3.377021312713623,Sylvia wagt q,3.377021312713623,1,none,False,4
key pressed,u,1559750577.357614,qu,0.3120088577270508,Sylvia wagt qu,3.689030170440674,Sylvia wagt qu,3.689030170440674,1,none,False,4
key pressed,i,1559750577.549577,qui,0.5039718151092529,Sylvia wagt qui,3.880993127822876,Sylvia wagt qui,3.880993127822876,1,none,False,4
key pressed,c,1559750577.749493,quic,0.7038877010345459,Sylvia wagt quic,4.080909013748169,Sylvia wagt quic,4.080909013748169,1,none,False,4
key pressed,k,1559750579.405662,quick,2.3600568771362305,Sylvia wagt quick,5.7370781898498535,Sylvia wagt quick,5.7370781898498535,1,none,False,4
key pressed,SPACE,1559750579.5495338,quick,2.5039286613464355,Sylvia wagt quick ,5.880949974060059,Sylvia wagt quick ,5.880949974060059,1,none,False,4
word typed,SPACE,1559750579.5495338,quick,2.5039286613464355,Sylvia wagt quick ,5.880949974060059,Sylvia wagt quick ,5.880949974060059,1,False,False,4
key pressed,d,1559750579.8537338,d,0.0,Sylvia wagt quick d,6.185149908065796,Sylvia wagt quick d,6.185149908065796,1,none,False,4
key pressed,e,1559750580.013707,de,0.15997314453125,Sylvia wagt quick de,6.345123052597046,Sylvia wagt quick de,6.345123052597046,1,none,False,4
key pressed,n,1559750580.2056031,den,0.3518693447113037,Sylvia wagt quick den,6.5370192527771,Sylvia wagt quick den,6.5370192527771,1,none,False,4
key pressed,SPACE,1559750580.3256671,den,0.47193336486816406,Sylvia wagt quick den ,6.65708327293396,Sylvia wagt quick den ,6.65708327293396,1,none,False,4
word typed,SPACE,1559750580.3256671,den,0.47193336486816406,Sylvia wagt quick den ,6.65708327293396,Sylvia wagt quick den ,6.65708327293396,1,False,False,4
key pressed,J,1559750580.6698859,J,0.0,Sylvia wagt quick den J,7.001302003860474,Sylvia wagt quick den J,7.001302003860474,1,none,False,4
key pressed,u,1559750580.901796,Ju,0.23191022872924805,Sylvia wagt quick den Ju,7.233212232589722,Sylvia wagt quick den Ju,7.233212232589722,1,none,False,4
key pressed,x,1559750581.0856042,Jux,0.41571831703186035,Sylvia wagt quick den Jux,7.417020320892334,Sylvia wagt quick den Jux,7.417020320892334,1,none,False,4
key pressed,SPACE,1559750581.2216582,Jux,0.5517723560333252,Sylvia wagt quick den Jux ,7.553074359893799,Sylvia wagt quick den Jux ,7.553074359893799,1,none,False,4
word typed,SPACE,1559750581.2216582,Jux,0.5517723560333252,Sylvia wagt quick den Jux ,7.553074359893799,Sylvia wagt quick den Jux ,7.553074359893799,1,False,False,4
key pressed,b,1559750581.509608,b,0.0,Sylvia wagt quick den Jux b,7.841024160385132,Sylvia wagt quick den Jux b,7.841024160385132,1,none,False,4
key pressed,e,1559750581.6456409,be,0.1360328197479248,Sylvia wagt quick den Jux be,7.977056980133057,Sylvia wagt quick den Jux be,7.977056980133057,1,none,False,4
key pressed,i,1559750581.775778,bei,0.26617002487182617,Sylvia wagt quick den Jux bei,8.107194185256958,Sylvia wagt quick den Jux bei,8.107194185256958,1,none,False,4
key pressed,SPACE,1559750581.8935459,bei,0.3839378356933594,Sylvia wagt quick den Jux bei ,8.224961996078491,Sylvia wagt quick den Jux bei ,8.224961996078491,1,none,False,4
word typed,SPACE,1559750581.8935459,bei,0.3839378356933594,Sylvia wagt quick den Jux bei ,8.224961996078491,Sylvia wagt quick den Jux bei ,8.224961996078491,1,False,False,4
key pressed,P,1559750582.117627,P,0.0,Sylvia wagt quick den Jux bei P,8.449043035507202,Sylvia wagt quick den Jux bei P,8.449043035507202,1,none,False,4
key pressed,f,1559750582.334058,Pf,0.2164311408996582,Sylvia wagt quick den Jux bei Pf,8.66547417640686,Sylvia wagt quick den Jux bei Pf,8.66547417640686,1,none,False,4
key pressed,o,1559750582.461775,Pfo,0.3441481590270996,Sylvia wagt quick den Jux bei Pfo,8.793191194534302,Sylvia wagt quick den Jux bei Pfo,8.793191194534302,1,none,False,4
key pressed,r,1559750582.653648,Pfor,0.5360209941864014,Sylvia wagt quick den Jux bei Pfor,8.985064029693604,Sylvia wagt quick den Jux bei Pfor,8.985064029693604,1,none,False,4
key pressed,z,1559750582.9978602,Pforz,0.8802332878112793,Sylvia wagt quick den Jux bei Pforz,9.329276323318481,Sylvia wagt quick den Jux bei Pforz,9.329276323318481,1,none,False,4
key pressed,h,1559750583.221714,Pforzh,1.1040871143341064,Sylvia wagt quick den Jux bei Pforzh,9.553130149841309,Sylvia wagt quick den Jux bei Pforzh,9.553130149841309,1,none,False,4
key pressed,e,1559750583.3178601,Pforzhe,1.2002332210540771,Sylvia wagt quick den Jux bei Pforzhe,9.64927625656128,Sylvia wagt quick den Jux bei Pforzhe,9.64927625656128,1,none,False,4
key pressed,i,1559750583.469741,Pforzhei,1.352114200592041,Sylvia wagt quick den Jux bei Pforzhei,9.801157236099243,Sylvia wagt quick den Jux bei Pforzhei,9.801157236099243,1,none,False,4
key pressed,m,1559750583.693839,Pforzheim,1.5762121677398682,Sylvia wagt quick den Jux bei Pforzheim,10.02525520324707,Sylvia wagt quick den Jux bei Pforzheim,10.02525520324707,1,none,False,4
key pressed,.,1559750584.3498409,Pforzheim.,2.2322139739990234,Sylvia wagt quick den Jux bei Pforzheim.,10.681257009506226,Sylvia wagt quick den Jux bei Pforzheim.,10.681257009506226,1,none,False,4
key pressed,ENTER,1559750584.5658329,Pforzheim.,2.4482059478759766,"Sylvia wagt quick den Jux bei Pforzheim.
",10.897248983383179,"Sylvia wagt quick den Jux bei Pforzheim.
",10.897248983383179,1,none,False,4
word typed,ENTER,1559750584.5658329,Pforzheim.,2.4482059478759766,"Sylvia wagt quick den Jux bei Pforzheim.
",10.897248983383179,"Sylvia wagt quick den Jux bei Pforzheim.
",10.897248983383179,1,False,False,4
sentence typed,ENTER,1559750584.5658329,Pforzheim.,2.4482059478759766,"Sylvia wagt quick den Jux bei Pforzheim.
",10.897248983383179,"Sylvia wagt quick den Jux bei Pforzheim.
",10.897248983383179,1,none,False,4
key pressed,S,1559750585.5658188,S,0.0,S,0.0,Sylvia wagt quick den Jux bei Pforzheim.S,11.897234916687012,2,none,False,4
key pressed,t,1559750585.7898,St,0.22398114204406738,St,0.22398114204406738,Sylvia wagt quick den Jux bei Pforzheim.St,12.121216058731079,2,none,False,4
key pressed,a,1559750585.8857112,Sta,0.31989240646362305,Sta,0.31989240646362305,Sylvia wagt quick den Jux bei Pforzheim.Sta,12.217127323150635,2,none,False,4
key pressed,n,1559750586.037697,Stan,0.4718782901763916,Stan,0.4718782901763916,Sylvia wagt quick den Jux bei Pforzheim.Stan,12.369113206863403,2,none,False,4
key pressed,l,1559750586.2537348,Stanl,0.6879160404205322,Stanl,0.6879160404205322,Sylvia wagt quick den Jux bei Pforzheim.Stanl,12.585150957107544,2,none,False,4
key pressed,e,1559750586.381807,Stanle,0.815988302230835,Stanle,0.815988302230835,Sylvia wagt quick den Jux bei Pforzheim.Stanle,12.713223218917847,2,none,False,4
key pressed,y,1559750586.6378272,Stanley,1.0720083713531494,Stanley,1.0720083713531494,Sylvia wagt quick den Jux bei Pforzheim.Stanley,12.969243288040161,2,none,False,4
key pressed,s,1559750586.925964,Stanleys,1.3601453304290771,Stanleys,1.3601453304290771,Sylvia wagt quick den Jux bei Pforzheim.Stanleys,13.257380247116089,2,none,False,4
key pressed,SPACE,1559750587.117779,Stanleys,1.5519602298736572,Stanleys ,1.5519602298736572,Sylvia wagt quick den Jux bei Pforzheim.Stanleys ,13.449195146560669,2,none,False,4
word typed,SPACE,1559750587.117779,Stanleys,1.5519602298736572,Stanleys ,1.5519602298736572,Sylvia wagt quick den Jux bei Pforzheim.Stanleys ,13.449195146560669,2,False,False,4
key pressed,E,1559750587.4459012,E,0.0,Stanleys E,1.880082368850708,Sylvia wagt quick den Jux bei Pforzheim.Stanleys E,13.77731728553772,2,none,False,4
key pressed,x,1559750587.717858,Ex,0.2719569206237793,Stanleys Ex,2.1520392894744873,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Ex,14.049274206161499,2,none,False,4
key pressed,p,1559750588.0138812,Exp,0.5679800510406494,Stanleys Exp,2.4480624198913574,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Exp,14.34529733657837,2,none,False,4
key pressed,e,1559750588.165777,Expe,0.7198758125305176,Stanleys Expe,2.5999581813812256,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expe,14.497193098068237,2,none,False,4
key pressed,d,1559750588.382095,Exped,0.9361939430236816,Stanleys Exped,2.8162763118743896,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Exped,14.713511228561401,2,none,False,4
key pressed,i,1559750588.5338628,Expedi,1.0879616737365723,Stanleys Expedi,2.9680440425872803,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expedi,14.865278959274292,2,none,False,4
key pressed,t,1559750588.6859038,Expedit,1.2400026321411133,Stanleys Expedit,3.1200850009918213,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expedit,15.017319917678833,2,none,False,4
key pressed,i,1559750588.781921,Expediti,1.33601975440979,Stanleys Expediti,3.216102123260498,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expediti,15.11333703994751,2,none,False,4
key pressed,o,1559750588.973839,Expeditio,1.527937889099121,Stanleys Expeditio,3.408020257949829,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditio,15.30525517463684,2,none,False,4
key pressed,n,1559750589.197931,Expedition,1.7520298957824707,Stanleys Expedition,3.6321122646331787,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expedition,15.52934718132019,2,none,False,4
key pressed,s,1559750589.326114,Expeditions,1.8802127838134766,Stanleys Expeditions,3.7602951526641846,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditions,15.657530069351196,2,none,False,4
key pressed,z,1559750589.781924,Expeditionsz,2.3360228538513184,Stanleys Expeditionsz,4.216105222702026,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionsz,16.113340139389038,2,none,False,4
key pressed,u,1559750589.9898582,Expeditionszu,2.543956995010376,Stanleys Expeditionszu,4.424039363861084,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszu,16.321274280548096,2,none,False,4
key pressed,g,1559750590.18996,Expeditionszug,2.744058847427368,Stanleys Expeditionszug,4.624141216278076,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug,16.521376132965088,2,none,False,4
key pressed,SPACE,1559750590.302062,Expeditionszug,2.856160879135132,Stanleys Expeditionszug ,4.73624324798584,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug ,16.63347816467285,2,none,False,4
word typed,SPACE,1559750590.302062,Expeditionszug,2.856160879135132,Stanleys Expeditionszug ,4.73624324798584,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug ,16.63347816467285,2,False,False,4
key pressed,q,1559750590.557996,q,0.0,Stanleys Expeditionszug q,4.992177248001099,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug q,16.88941216468811,2,none,False,4
key pressed,u,1559750590.709953,qu,0.15195703506469727,Stanleys Expeditionszug qu,5.144134283065796,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug qu,17.041369199752808,2,none,False,4
key pressed,e,1559750590.8942049,que,0.3362088203430176,Stanleys Expeditionszug que,5.328386068344116,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug que,17.225620985031128,2,none,False,4
key pressed,r,1559750591.006009,quer,0.4480130672454834,Stanleys Expeditionszug quer,5.440190315246582,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer,17.337425231933594,2,none,False,4
key pressed,SPACE,1559750591.1419148,quer,0.5839188098907471,Stanleys Expeditionszug quer ,5.576096057891846,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer ,17.473330974578857,2,none,False,4
word typed,SPACE,1559750591.1419148,quer,0.5839188098907471,Stanleys Expeditionszug quer ,5.576096057891846,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer ,17.473330974578857,2,False,False,4
key pressed,d,1559750591.349973,d,0.0,Stanleys Expeditionszug quer d,5.784154176712036,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer d,17.681389093399048,2,none,False,4
key pressed,u,1559750591.6298501,du,0.2798771858215332,Stanleys Expeditionszug quer du,6.064031362533569,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer du,17.96126627922058,2,none,False,4
key pressed,r,1559750591.741913,dur,0.3919401168823242,Stanleys Expeditionszug quer dur,6.17609429359436,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer dur,18.073329210281372,2,none,False,4
key pressed,h,1559750592.174094,durh,0.8241209983825684,Stanleys Expeditionszug quer durh,6.6082751750946045,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durh,18.505510091781616,2,none,False,4
key pressed,r,1559750592.6699111,dur,1.3199381828308105,Stanleys Expeditionszug quer dur,7.104092359542847,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer dur,19.00132727622986,2,none,False,4
key pressed,c,1559750592.8460338,durc,1.496060848236084,Stanleys Expeditionszug quer durc,7.28021502494812,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durc,19.177449941635132,2,none,False,4
key pressed,h,1559750592.97388,durch,1.6239070892333984,Stanleys Expeditionszug quer durch,7.408061265945435,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch,19.305296182632446,2,none,False,4
key pressed,SPACE,1559750593.125321,durch,1.7753479480743408,Stanleys Expeditionszug quer durch ,7.559502124786377,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch ,19.45673704147339,2,none,False,4
word typed,SPACE,1559750593.125321,durch,1.7753479480743408,Stanleys Expeditionszug quer durch ,7.559502124786377,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch ,19.45673704147339,2,False,False,4
key pressed,A,1559750593.37407,A,0.0,Stanleys Expeditionszug quer durch A,7.808251142501831,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch A,19.705486059188843,2,none,False,4
key pressed,f,1559750593.7659168,Af,0.3918468952178955,Stanleys Expeditionszug quer durch Af,8.200098037719727,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Af,20.09733295440674,2,none,False,4
key pressed,r,1559750593.9821482,Afr,0.6080782413482666,Stanleys Expeditionszug quer durch Afr,8.416329383850098,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afr,20.31356430053711,2,none,False,4
key pressed,i,1559750594.1020439,Afri,0.7279739379882812,Stanleys Expeditionszug quer durch Afri,8.536225080490112,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afri,20.433459997177124,2,none,False,4
key pressed,k,1559750594.2862048,Afrik,0.9121348857879639,Stanleys Expeditionszug quer durch Afrik,8.720386028289795,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrik,20.617620944976807,2,none,False,4
key pressed,a,1559750594.4140859,Afrika,1.0400159358978271,Stanleys Expeditionszug quer durch Afrika,8.848267078399658,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika,20.74550199508667,2,none,False,4
key pressed,SPACE,1559750594.549976,Afrika,1.1759061813354492,Stanleys Expeditionszug quer durch Afrika ,8.98415732383728,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika ,20.881392240524292,2,none,False,4
word typed,SPACE,1559750594.549976,Afrika,1.1759061813354492,Stanleys Expeditionszug quer durch Afrika ,8.98415732383728,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika ,20.881392240524292,2,False,False,4
key pressed,w,1559750595.014049,w,0.0,Stanleys Expeditionszug quer durch Afrika w,9.448230266571045,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika w,21.345465183258057,2,none,False,4
key pressed,i,1559750595.17411,wi,0.16006088256835938,Stanleys Expeditionszug quer durch Afrika wi,9.608291149139404,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wi,21.505526065826416,2,none,False,4
key pressed,r,1559750595.3182368,wir,0.3041877746582031,Stanleys Expeditionszug quer durch Afrika wir,9.752418041229248,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wir,21.64965295791626,2,none,False,4
key pressed,d,1559750595.518173,wird,0.5041239261627197,Stanleys Expeditionszug quer durch Afrika wird,9.952354192733765,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird,21.849589109420776,2,none,False,4
key pressed,SPACE,1559750595.6381068,wird,0.6240577697753906,Stanleys Expeditionszug quer durch Afrika wird ,10.072288036346436,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird ,21.969522953033447,2,none,False,4
word typed,SPACE,1559750595.6381068,wird,0.6240577697753906,Stanleys Expeditionszug quer durch Afrika wird ,10.072288036346436,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird ,21.969522953033447,2,False,False,4
key pressed,v,1559750596.1342552,v,0.0,Stanleys Expeditionszug quer durch Afrika wird v,10.56843638420105,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird v,22.46567130088806,2,none,False,4
key pressed,o,1559750596.262069,vo,0.12781381607055664,Stanleys Expeditionszug quer durch Afrika wird vo,10.696250200271606,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird vo,22.593485116958618,2,none,False,4
key pressed,n,1559750596.48626,von,0.3520047664642334,Stanleys Expeditionszug quer durch Afrika wird von,10.920441150665283,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von,22.817676067352295,2,none,False,4
key pressed,SPACE,1559750596.6140249,von,0.4797697067260742,Stanleys Expeditionszug quer durch Afrika wird von ,11.048206090927124,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von ,22.945441007614136,2,none,False,4
word typed,SPACE,1559750596.6140249,von,0.4797697067260742,Stanleys Expeditionszug quer durch Afrika wird von ,11.048206090927124,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von ,22.945441007614136,2,False,False,4
key pressed,j,1559750596.718166,j,0.0,Stanleys Expeditionszug quer durch Afrika wird von j,11.152347326278687,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von j,23.0495822429657,2,none,False,4
key pressed,e,1559750596.814326,je,0.0961599349975586,Stanleys Expeditionszug quer durch Afrika wird von je,11.248507261276245,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von je,23.145742177963257,2,none,False,4
key pressed,d,1559750596.9419389,jed,0.22377276420593262,Stanleys Expeditionszug quer durch Afrika wird von jed,11.37612009048462,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von jed,23.27335500717163,2,none,False,4
key pressed,e,1559750597.102186,jede,0.3840198516845703,Stanleys Expeditionszug quer durch Afrika wird von jede,11.536367177963257,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von jede,23.43360209465027,2,none,False,4
key pressed,r,1559750597.1741598,jeder,0.45599365234375,Stanleys Expeditionszug quer durch Afrika wird von jeder,11.608340978622437,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von jeder,23.50557589530945,2,none,False,4
key pressed,m,1559750597.302335,jederm,0.5841689109802246,Stanleys Expeditionszug quer durch Afrika wird von jederm,11.736516237258911,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von jederm,23.633751153945923,2,none,False,4
key pressed,a,1559750597.446204,jederma,0.7280378341674805,Stanleys Expeditionszug quer durch Afrika wird von jederma,11.880385160446167,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von jederma,23.77762007713318,2,none,False,4
key pressed,n,1559750597.6541739,jederman,0.9360077381134033,Stanleys Expeditionszug quer durch Afrika wird von jederman,12.08835506439209,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von jederman,23.9855899810791,2,none,False,4
key pressed,n,1559750597.8143349,jedermann,1.0961687564849854,Stanleys Expeditionszug quer durch Afrika wird von jedermann,12.248516082763672,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von jedermann,24.145750999450684,2,none,False,4
key pressed,SPACE,1559750597.950176,jedermann,1.2320098876953125,Stanleys Expeditionszug quer durch Afrika wird von jedermann ,12.384357213973999,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von jedermann ,24.28159213066101,2,none,False,4
word typed,SPACE,1559750597.950176,jedermann,1.2320098876953125,Stanleys Expeditionszug quer durch Afrika wird von jedermann ,12.384357213973999,Sylvia wagt quick den Jux bei Pforzheim.Stanleys Expeditionszug quer durch Afrika wird von jedermann ,24.28159213066101,2,False,False,4
